analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0398,387,22.7535415,pointpillars,57.705689,48.576337,26.735436,on,0.6153397449461865,26.735436,29.89095082,27.33126352,30.327167,48.576337,28.2717672,53.0807085,55.1456636,56.62638682,pointpillars+faster-rcnn,29.89095082,387,pointpillars,29.89095082
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0434,393,23.153714,pointpillars,59.723856,49.978371,27.636565,on,0.6212340918434496,27.636565,31.048267919999997,28.53143308,31.035347,49.978371,29.2569188,54.189061,56.4428536,58.68483292,pointpillars+faster-rcnn,31.048267919999997,393,pointpillars,31.048267919999997
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0738,391,23.975535999999998,pointpillars,63.871685,54.252533,29.245579,on,0.5520361196775826,29.245579,29.9493578,29.5696433,32.309982500000004,54.252533,30.506380999999998,56.2855185,58.05561,59.1949368,pointpillars+faster-rcnn,29.9493578,391,pointpillars,29.9493578
single-run exploratory descriptive,faster-rcnn,faster-rcnn,scene-0770,385,24.128615999999997,pointpillars,58.787715,50.07928,26.997669,on,0.6154836834714874,26.997669,30.82297971999999,27.673916520000002,29.28675,50.07928,28.2553756,53.415366,55.186871599999996,57.82064871999999,pointpillars+faster-rcnn,30.82297971999999,385,pointpillars,30.82297971999999
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0184,235,6.2010594999999995,pointpillars,56.413396,48.503643,37.208384,on,0.3501098620571655,37.208384,16.98160376,38.73940206,44.31127,48.503643,41.1065074,50.5123295,52.7014943,54.18998776,pointpillars+mask-rcnn,16.98160376,235,mask-rcnn,16.98160376
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0245,231,3.806342000000001,pointpillars,64.033978,57.355311,49.301441,on,0.2395427216844835,49.301441,13.739047299999996,50.5567061,55.338848,57.355311,51.805133999999995,59.14519,61.572734,63.04048829999999,pointpillars+mask-rcnn,13.739047299999996,231,mask-rcnn,13.739047299999996
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0252-fixed,456,4.3949242500000025,pointpillars,65.29938,59.7403535,48.467685,on,0.25195096225870167,48.467685,15.051639549999997,50.9234078,56.484594,59.7403535,52.3239315,60.879518250000004,62.18551125,63.51932455,pointpillars+mask-rcnn,15.051639549999997,456,mask-rcnn,15.051639549999997
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0398,234,3.92002325,pointpillars,65.623157,56.508869000000004,45.615107,on,0.3241655013481157,45.615107,18.318225849999997,47.11518214,54.523148250000006,56.508869000000004,50.0982258,58.443171500000005,61.09543335,63.93333285,pointpillars+mask-rcnn,18.318225849999997,234,mask-rcnn,18.318225849999997
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0434,238,6.191356749999997,pointpillars,55.605504,48.5456005,39.357488,on,0.30398637730312966,39.357488,14.75720123,41.17651804,44.82550975,48.5456005,42.40860025,51.0168665,52.657726100000005,54.114689229999996,pointpillars+mask-rcnn,14.75720123,238,mask-rcnn,14.75720123
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0738,237,3.9803929999999994,pointpillars,101.515807,54.428306,41.874526,on,0.39670358728416055,41.874526,21.591904239999998,44.09837916,52.205012,54.428306,46.357207,56.185405,60.5083228,63.46643024,pointpillars+mask-rcnn,21.591904239999998,237,mask-rcnn,21.591904239999998
single-run exploratory descriptive,mask-rcnn,pointpillars,scene-0770,235,3.3072634999999977,pointpillars,61.287747,56.559569,44.71873,on,0.28365277854221266,44.71873,16.043278899999997,50.88324164,54.7679185,56.559569,52.2327988,58.075182,59.7809691,60.7620089,pointpillars+mask-rcnn,16.043278899999997,235,mask-rcnn,16.043278899999997
single-run exploratory descriptive,mask-rcnn,mask-rcnn,scene-0184,383,22.90471,pointpillars,133.42732,51.405027,29.790427,on,0.5749785245711475,29.790427,29.55678658,30.11328438,32.596753,51.405027,30.72436,55.501463,57.6201789,59.34721358,pointpillars+mask-rcnn,29.55678658,383,pointpillars,29.55678658
single-run exploratory descriptive,mask-rcnn,mask-rcnn,scene-0245,365,20.534931999999998,pointpillars,65.328919,49.16585,24.989109,on,0.7951156268019369,24.989109,39.09253564000001,27.24331528,37.024284,49.16585,28.5066352,57.559216,62.8156412,64.08164464000001,pointpillars+mask-rcnn,39.09253564000001,365,pointpillars,39.09253564000001
